Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Location],[Nature],[Reporting	Type],[Sex],[Units]
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1981"",""42.6"",""1981"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1982"",""42.1"",""1982"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1983"",""41.3"",""1983"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1984"",""39.6"",""1984"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1985"",""38"",""1985"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1986"",""36.7"",""1986"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1987"",""35.7"",""1987"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1988"",""33.9"",""1988"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1989"",""36.9"",""1989"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1990"",""36.3"",""1990"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1991"",""35.9"",""1991"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1992"",""35"",""1992"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1993"",""34.1"",""1993"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1994"",""33.1"",""1994"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1995"",""31.2"",""1995"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1996"",""29.7"",""1996"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1997"",""29.5"",""1997"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1998"",""29.8"",""1998"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""1999"",""28.8"",""1999"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2000"",""27.7"",""2000"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2001"",""26.9"",""2001"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2002"",""25.6"",""2002"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2003"",""24.4"",""2003"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2004"",""22.6"",""2004"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2005"",""20.8"",""2005"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2006"",""20.1"",""2006"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2007"",""18.9"",""2007"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2008"",""18.2"",""2008"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2009"",""17.3"",""2009"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2010"",""15.9"",""2010"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2011"",""13.7"",""2011"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2012"",""12.9"",""2012"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2013"",""11.2"",""2013"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2014"",""10.6"",""2014"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2015"",""10.1"",""2015"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2016"",""9.6"",""2016"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
"""1"",""1.1"",""1.1.1"",""SI_POV_DAY1"",""Proportion"	of	population	below	international	poverty	line	"(%)"",""1"",""World"",""2017"",""9.1"",""2017"","""","""","""","""",""Poverty"	and	Inequality	Portal,	World	"Bank"","""",""Accessed"	April	8,	"2022"",""ALLAGE"",""ALLAREA"",""G"",""G"",""BOTHSEX"",""PERCENT"""
